tenure,MonthlyCharges,TotalCharges,AvgMonthlyCharge,ChargeDiff,TotalServices,Contract,TenureGroups,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,IsMonthly,IsSingle
1.1130757581747734,-0.8412255956469696,-0.0471698248825669,-0.8337346196740272,-0.04572144140823312,0.031135077937038378,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.234152064912067,-0.7439493200887913,-0.9572252992479608,-0.736713865052701,-0.04572144140823312,1.033250144561716,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
-0.12573892623217015,-0.6092008605607313,-0.4099163428516,-0.6023193567056498,-0.04572144140823312,-0.9709799886876394,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.06986339235839989,2.5789628321495224,1.611622988803775,2.5774698112921355,-0.045721441408237765,2.035365211186394,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.938697398353427,-0.2643810666560606,1.6563191718468222,-0.2584053198962017,-0.04572144140823312,-0.9709799886876394,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.9733489734579737,-1.0584885612905273,-0.9086010386849186,-1.0504268887504524,-0.04572144140823312,-0.9709799886876394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.038549746321497,-0.07891268135058466,-0.7559589971919174,-0.07342411458705839,-0.04572144140823312,-0.9709799886876394,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9174734395842035,-0.7518979651733118,-0.04057218011597365,-0.7446416309945213,-0.04572144140823428,-0.9709799886876394,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.1037505191850203,1.231856743777708,-0.602611427212315,1.2339022404855207,-0.045721441408237765,0.031135077937038378,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6473451091403569,-0.15915614601336192,-0.5137148379005885,-0.15345679933305503,-0.04572144140823312,2.035365211186394,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
-1.2993528377755903,2.566472104159562,-0.7350696334872848,2.5650118933835597,-0.04572144140823312,3.0374802778110714,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.7218711209936334,-0.24886228339580635,0.30683386035385635,-0.24292730067645693,-0.0457214414082308,-0.9709799886876394,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.1037505191850203,-1.1145075837909568,-0.9572252992479608,-1.1062987630070915,-0.04572144140823428,-0.9709799886876394,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7125458820038802,-0.8207862225724886,-0.75643570562881,-0.8133489358236319,-0.04572144140823312,1.033250144561716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.3213412448227402,-0.033491852296182255,-0.24307792410793794,-0.028122594919512963,-0.04572144140823312,-0.9709799886876394,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7125458820038802,-1.1500872332169052,-0.8559724272519786,-1.1417849534133353,-0.04572144140823312,-0.9709799886876394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.39586725667601663,-1.0448623125742065,-0.47698921992238474,-1.0368364328501887,-0.045721441408231964,-0.9709799886876394,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2654657109489699,-0.8450106647348365,-0.38191448926853033,-0.8375097463129894,-0.04572144140823312,1.033250144561716,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.85227266672068,-0.9755955482662431,-0.2712227902220753,-0.9677516153571821,-0.04572144140823312,0.031135077937038378,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7125458820038802,-0.22804440341253873,-0.5772696067071059,-0.22216410416216542,-0.04572144140823312,-0.9709799886876394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
